# This document gives the data used to make Figure 3(a) in the accompanying
# LIGO Document LIGO-P1200087.  It is derived as the concatenation of the files
# PlotRatesData-HundredSlideBkg-NoEvent.txt and 
# PlotRatesData-ExtendedBkg-NoEvent.txt from LIGO Document P1100034;
# see that document for more details.
#
# For questions regarding the use of this material, please contact the LSC
# spokesperson Gabriela Gonzalez <gonzalez@lsu.edu> and the Virgo 
# spokesperson Jean-Yves Vinet <Jean-Yves.Vinet@oca.eu>.
#
# Combined NewSNR	Cumulative Rate (yr^-1)	y-error (+/- yr^-1)
8.201860	1025.135840	9.451866
8.201882	1025.048691	9.451465
8.201888	1024.961542	9.451063
8.201921	1024.874393	9.450661
8.201940	1024.787244	9.450259
8.201975	1024.700094	9.449857
8.202016	1024.612945	9.449455
8.202023	1024.525796	9.449054
8.202034	1024.438647	9.448652
8.202034	1024.351498	9.448250
8.202043	1024.264348	9.447848
8.202066	1024.177199	9.447446
8.202190	1024.090050	9.447044
8.202190	1024.002901	9.446642
8.202193	1023.915752	9.446240
8.202208	1023.828602	9.445838
8.202209	1023.741453	9.445436
8.202210	1023.654304	9.445034
8.202214	1023.567155	9.444632
8.202253	1023.480006	9.444230
8.202254	1023.392857	9.443828
8.202269	1023.305707	9.443426
8.202291	1023.218558	9.443023
8.202299	1023.131409	9.442621
8.202302	1023.044260	9.442219
8.202304	1022.957111	9.441817
8.202326	1022.869961	9.441415
8.202331	1022.782812	9.441013
8.202337	1022.695663	9.440610
8.202339	1022.608514	9.440208
8.202356	1022.521365	9.439806
8.202387	1022.434216	9.439403
8.202390	1022.347066	9.439001
8.202426	1022.259917	9.438599
8.202428	1022.172768	9.438197
8.202436	1022.085619	9.437794
8.202451	1021.998470	9.437392
8.202465	1021.911320	9.436989
8.202477	1021.824171	9.436587
8.202490	1021.737022	9.436185
8.202539	1021.649873	9.435782
8.202545	1021.562724	9.435380
8.202560	1021.475575	9.434977
8.202567	1021.388425	9.434575
8.202578	1021.301276	9.434172
8.202593	1021.214127	9.433770
8.202627	1021.126978	9.433367
8.202674	1021.039829	9.432965
8.202694	1020.952679	9.432562
8.202758	1020.865530	9.432159
8.202767	1020.778381	9.431757
8.202773	1020.691232	9.431354
8.202782	1020.604083	9.430952
8.202794	1020.516934	9.430549
8.202819	1020.429784	9.430146
8.202830	1020.342635	9.429744
8.202898	1020.255486	9.429341
8.202949	1020.168337	9.428938
8.202952	1020.081188	9.428535
8.202970	1019.994038	9.428133
8.202973	1019.906889	9.427730
8.202974	1019.819740	9.427327
8.202984	1019.732591	9.426924
8.202992	1019.645442	9.426521
8.202999	1019.558293	9.426118
8.203037	1019.471143	9.425716
8.203043	1019.383994	9.425313
8.203049	1019.296845	9.424910
8.203069	1019.209696	9.424507
8.203088	1019.122547	9.424104
8.203149	1019.035397	9.423701
8.203192	1018.948248	9.423298
8.203209	1018.861099	9.422895
8.203212	1018.773950	9.422492
8.203213	1018.686801	9.422089
8.203214	1018.599652	9.421686
8.203218	1018.512502	9.421283
8.203244	1018.425353	9.420880
8.203246	1018.338204	9.420477
8.203248	1018.251055	9.420074
8.203385	1018.163906	9.419670
8.203388	1018.076756	9.419267
8.203390	1017.989607	9.418864
8.203401	1017.902458	9.418461
8.203410	1017.815309	9.418058
8.203421	1017.728160	9.417655
8.203441	1017.641011	9.417251
8.203447	1017.553861	9.416848
8.203490	1017.466712	9.416445
8.203499	1017.379563	9.416042
8.203505	1017.292414	9.415638
8.203512	1017.205265	9.415235
8.203513	1017.118115	9.414832
8.203543	1017.030966	9.414428
8.203579	1016.943817	9.414025
8.203604	1016.856668	9.413622
8.203631	1016.769519	9.413218
8.203632	1016.682369	9.412815
8.203692	1016.595220	9.412411
8.203694	1016.508071	9.412008
8.203714	1016.420922	9.411604
8.203731	1016.333773	9.411201
8.203748	1016.246624	9.410797
8.203797	1016.159474	9.410394
8.203807	1016.072325	9.409990
8.203809	1015.985176	9.409587
8.203865	1015.898027	9.409183
8.203870	1015.810878	9.408780
8.203885	1015.723728	9.408376
8.203950	1015.636579	9.407972
8.204006	1015.549430	9.407569
8.204051	1015.462281	9.407165
8.204060	1015.375132	9.406761
8.204062	1015.287983	9.406358
8.204073	1015.200833	9.405954
8.204093	1015.113684	9.405550
8.204123	1015.026535	9.405146
8.204131	1014.939386	9.404743
8.204191	1014.852237	9.404339
8.204196	1014.765087	9.403935
8.204196	1014.677938	9.403531
8.204237	1014.590789	9.403127
8.204246	1014.503640	9.402724
8.204253	1014.416491	9.402320
8.204255	1014.329342	9.401916
8.204256	1014.242192	9.401512
8.204257	1014.155043	9.401108
8.204262	1014.067894	9.400704
8.204282	1013.980745	9.400300
8.204319	1013.893596	9.399896
8.204324	1013.806446	9.399492
8.204350	1013.719297	9.399088
8.204405	1013.632148	9.398684
8.204416	1013.544999	9.398280
8.204421	1013.457850	9.397876
8.204423	1013.370701	9.397472
8.204456	1013.283551	9.397068
8.204457	1013.196402	9.396664
8.204466	1013.109253	9.396260
8.204471	1013.022104	9.395855
8.204491	1012.934955	9.395451
8.204527	1012.847805	9.395047
8.204574	1012.760656	9.394643
8.204576	1012.673507	9.394239
8.204586	1012.586358	9.393834
8.204588	1012.499209	9.393430
8.204592	1012.412060	9.393026
8.204595	1012.324910	9.392622
8.204651	1012.237761	9.392217
8.204679	1012.150612	9.391813
8.204701	1012.063463	9.391409
8.204735	1011.976314	9.391004
8.204751	1011.889164	9.390600
8.204753	1011.802015	9.390195
8.204813	1011.714866	9.389791
8.204818	1011.627717	9.389387
8.204840	1011.540568	9.388982
8.204876	1011.453419	9.388578
8.204894	1011.366269	9.388173
8.204896	1011.279120	9.387769
8.204902	1011.191971	9.387364
8.204936	1011.104822	9.386960
8.204944	1011.017673	9.386555
8.204964	1010.930523	9.386151
8.204971	1010.843374	9.385746
8.205032	1010.756225	9.385341
8.205045	1010.669076	9.384937
8.205058	1010.581927	9.384532
8.205062	1010.494777	9.384127
8.205076	1010.407628	9.383723
8.205092	1010.320479	9.383318
8.205119	1010.233330	9.382913
8.205156	1010.146181	9.382509
8.205162	1010.059032	9.382104
8.205182	1009.971882	9.381699
8.205350	1009.884733	9.381294
8.205355	1009.797584	9.380890
8.205357	1009.710435	9.380485
8.205371	1009.623286	9.380080
8.205374	1009.536136	9.379675
8.205410	1009.448987	9.379270
8.205427	1009.361838	9.378865
8.205432	1009.274689	9.378461
8.205452	1009.187540	9.378056
8.205468	1009.100391	9.377651
8.205475	1009.013241	9.377246
8.205494	1008.926092	9.376841
8.205505	1008.838943	9.376436
8.205511	1008.751794	9.376031
8.205529	1008.664645	9.375626
8.205532	1008.577495	9.375221
8.205544	1008.490346	9.374816
8.205572	1008.403197	9.374411
8.205574	1008.316048	9.374005
8.205604	1008.228899	9.373600
8.205614	1008.141750	9.373195
8.205652	1008.054600	9.372790
8.205657	1007.967451	9.372385
8.205664	1007.880302	9.371980
8.205679	1007.793153	9.371575
8.205684	1007.706004	9.371169
8.205693	1007.618854	9.370764
8.205701	1007.531705	9.370359
8.205775	1007.444556	9.369954
8.205780	1007.357407	9.369548
8.205801	1007.270258	9.369143
8.205821	1007.183109	9.368738
8.205878	1007.095959	9.368332
8.205940	1007.008810	9.367927
8.205942	1006.921661	9.367522
8.205974	1006.834512	9.367116
8.205985	1006.747363	9.366711
8.205998	1006.660213	9.366305
8.206022	1006.573064	9.365900
8.206029	1006.485915	9.365495
8.206041	1006.398766	9.365089
8.206054	1006.311617	9.364684
8.206088	1006.224468	9.364278
8.206091	1006.137318	9.363872
8.206112	1006.050169	9.363467
8.206161	1005.963020	9.363061
8.206182	1005.875871	9.362656
8.206184	1005.788722	9.362250
8.206189	1005.701572	9.361845
8.206198	1005.614423	9.361439
8.206202	1005.527274	9.361033
8.206217	1005.440125	9.360628
8.206222	1005.352976	9.360222
8.206242	1005.265827	9.359816
8.206283	1005.178677	9.359411
8.206285	1005.091528	9.359005
8.206310	1005.004379	9.358599
8.206314	1004.917230	9.358193
8.206325	1004.830081	9.357787
8.206343	1004.742931	9.357382
8.206347	1004.655782	9.356976
8.206365	1004.568633	9.356570
8.206387	1004.481484	9.356164
8.206397	1004.394335	9.355758
8.206403	1004.307185	9.355352
8.206425	1004.220036	9.354946
8.206429	1004.132887	9.354540
8.206440	1004.045738	9.354135
8.206451	1003.958589	9.353729
8.206454	1003.871440	9.353323
8.206455	1003.784290	9.352917
8.206460	1003.697141	9.352511
8.206468	1003.609992	9.352105
8.206472	1003.522843	9.351698
8.206510	1003.435694	9.351292
8.206514	1003.348544	9.350886
8.206536	1003.261395	9.350480
8.206560	1003.174246	9.350074
8.206593	1003.087097	9.349668
8.206596	1002.999948	9.349262
8.206636	1002.912799	9.348856
8.206646	1002.825649	9.348449
8.206681	1002.738500	9.348043
8.206682	1002.651351	9.347637
8.206685	1002.564202	9.347231
8.206694	1002.477053	9.346824
8.206714	1002.389903	9.346418
8.206738	1002.302754	9.346012
8.206778	1002.215605	9.345605
8.206792	1002.128456	9.345199
8.206807	1002.041307	9.344793
8.206843	1001.954158	9.344386
8.206844	1001.867008	9.343980
8.206947	1001.779859	9.343574
8.206985	1001.692710	9.343167
8.206987	1001.605561	9.342761
8.206990	1001.518412	9.342354
8.207016	1001.431262	9.341948
8.207064	1001.344113	9.341541
8.207106	1001.256964	9.341135
8.207127	1001.169815	9.340728
8.207228	1001.082666	9.340322
8.207244	1000.995517	9.339915
8.207254	1000.908367	9.339509
8.207270	1000.821218	9.339102
8.207352	1000.734069	9.338695
8.207352	1000.646920	9.338289
8.207355	1000.559771	9.337882
8.207358	1000.472621	9.337475
8.207372	1000.385472	9.337069
8.207401	1000.298323	9.336662
8.207406	1000.211174	9.336255
8.207417	1000.124025	9.335848
8.207422	1000.036876	9.335442
8.207445	999.949726	9.335035
8.207460	999.862577	9.334628
8.207463	999.775428	9.334221
8.207501	999.688279	9.333814
8.207566	999.601130	9.333408
8.207568	999.513980	9.333001
8.207569	999.426831	9.332594
8.207584	999.339682	9.332187
8.207586	999.252533	9.331780
8.207588	999.165384	9.331373
8.207613	999.078235	9.330966
8.207628	998.991085	9.330559
8.207646	998.903936	9.330152
8.207651	998.816787	9.329745
8.207677	998.729638	9.329338
8.207720	998.642489	9.328931
8.207720	998.555339	9.328524
8.207725	998.468190	9.328117
8.207742	998.381041	9.327710
8.207744	998.293892	9.327303
8.207780	998.206743	9.326896
8.207811	998.119593	9.326488
8.207815	998.032444	9.326081
8.207825	997.945295	9.325674
8.207848	997.858146	9.325267
8.207900	997.770997	9.324860
8.207916	997.683848	9.324452
8.207918	997.596698	9.324045
8.207941	997.509549	9.323638
8.207944	997.422400	9.323231
8.207953	997.335251	9.322823
8.208002	997.248102	9.322416
8.208039	997.160952	9.322009
8.208047	997.073803	9.321601
8.208050	996.986654	9.321194
8.208055	996.899505	9.320786
8.208109	996.812356	9.320379
8.208127	996.725207	9.319971
8.208183	996.638057	9.319564
8.208208	996.550908	9.319157
8.208215	996.463759	9.318749
8.208221	996.376610	9.318342
8.208223	996.289461	9.317934
8.208229	996.202311	9.317526
8.208235	996.115162	9.317119
8.208241	996.028013	9.316711
8.208245	995.940864	9.316304
8.208268	995.853715	9.315896
8.208301	995.766566	9.315488
8.208307	995.679416	9.315081
8.208309	995.592267	9.314673
8.208321	995.505118	9.314265
8.208327	995.417969	9.313858
8.208345	995.330820	9.313450
8.208348	995.243670	9.313042
8.208361	995.156521	9.312635
8.208382	995.069372	9.312227
8.208387	994.982223	9.311819
8.208393	994.895074	9.311411
8.208394	994.807925	9.311003
8.208405	994.720775	9.310595
8.208415	994.633626	9.310188
8.208455	994.546477	9.309780
8.208484	994.459328	9.309372
8.208484	994.372179	9.308964
8.208485	994.285029	9.308556
8.208493	994.197880	9.308148
8.208522	994.110731	9.307740
8.208528	994.023582	9.307332
8.208548	993.936433	9.306924
8.208556	993.849284	9.306516
8.208609	993.762134	9.306108
8.208624	993.674985	9.305700
8.208637	993.587836	9.305292
8.208705	993.500687	9.304884
8.208711	993.413538	9.304476
8.208713	993.326388	9.304067
8.208725	993.239239	9.303659
8.208727	993.152090	9.303251
8.208730	993.064941	9.302843
8.208735	992.977792	9.302435
8.208743	992.890643	9.302026
8.208761	992.803493	9.301618
8.208770	992.716344	9.301210
8.208798	992.629195	9.300802
8.208804	992.542046	9.300393
8.208804	992.454897	9.299985
8.208810	992.367747	9.299577
8.208815	992.280598	9.299168
8.208837	992.193449	9.298760
8.208853	992.106300	9.298352
8.208866	992.019151	9.297943
8.208875	991.932002	9.297535
8.208908	991.844852	9.297126
8.208919	991.757703	9.296718
8.208932	991.670554	9.296309
8.208952	991.583405	9.295901
8.208964	991.496256	9.295492
8.208978	991.409106	9.295084
8.209024	991.321957	9.294675
8.209043	991.234808	9.294267
8.209097	991.147659	9.293858
8.209112	991.060510	9.293450
8.209117	990.973360	9.293041
8.209155	990.886211	9.292632
8.209196	990.799062	9.292224
8.209200	990.711913	9.291815
8.209270	990.624764	9.291406
8.209309	990.537615	9.290998
8.209365	990.450465	9.290589
8.209367	990.363316	9.290180
8.209385	990.276167	9.289771
8.209406	990.189018	9.289363
8.209438	990.101869	9.288954
8.209461	990.014719	9.288545
8.209469	989.927570	9.288136
8.209470	989.840421	9.287727
8.209477	989.753272	9.287318
8.209479	989.666123	9.286910
8.209480	989.578974	9.286501
8.209563	989.491824	9.286092
8.209601	989.404675	9.285683
8.209614	989.317526	9.285274
8.209649	989.230377	9.284865
8.209656	989.143228	9.284456
8.209676	989.056078	9.284047
8.209690	988.968929	9.283638
8.209694	988.881780	9.283229
8.209714	988.794631	9.282820
8.209738	988.707482	9.282411
8.209810	988.620333	9.282001
8.209816	988.533183	9.281592
8.209827	988.446034	9.281183
8.209830	988.358885	9.280774
8.209839	988.271736	9.280365
8.209851	988.184587	9.279956
8.209871	988.097437	9.279546
8.209903	988.010288	9.279137
8.209911	987.923139	9.278728
8.209917	987.835990	9.278319
8.209918	987.748841	9.277909
8.209935	987.661692	9.277500
8.209941	987.574542	9.277091
8.209964	987.487393	9.276681
8.210004	987.400244	9.276272
8.210009	987.313095	9.275863
8.210045	987.225946	9.275453
8.210103	987.138796	9.275044
8.210110	987.051647	9.274634
8.210119	986.964498	9.274225
8.210135	986.877349	9.273816
8.210145	986.790200	9.273406
8.210147	986.703051	9.272997
8.210154	986.615901	9.272587
8.210181	986.528752	9.272177
8.210213	986.441603	9.271768
8.210245	986.354454	9.271358
8.210263	986.267305	9.270949
8.210265	986.180155	9.270539
8.210306	986.093006	9.270130
8.210314	986.005857	9.269720
8.210321	985.918708	9.269310
8.210322	985.831559	9.268901
8.210359	985.744410	9.268491
8.210378	985.657260	9.268081
8.210381	985.570111	9.267671
8.210420	985.482962	9.267262
8.210440	985.395813	9.266852
8.210442	985.308664	9.266442
8.210467	985.221514	9.266032
8.210494	985.134365	9.265622
8.210522	985.047216	9.265213
8.210536	984.960067	9.264803
8.210537	984.872918	9.264393
8.210539	984.785768	9.263983
8.210554	984.698619	9.263573
8.210557	984.611470	9.263163
8.210595	984.524321	9.262753
8.210601	984.437172	9.262343
8.210611	984.350023	9.261933
8.210622	984.262873	9.261523
8.210673	984.175724	9.261113
8.210684	984.088575	9.260703
8.210700	984.001426	9.260293
8.210708	983.914277	9.259883
8.210711	983.827127	9.259473
8.210728	983.739978	9.259063
8.210729	983.652829	9.258653
8.210757	983.565680	9.258242
8.210763	983.478531	9.257832
8.210765	983.391382	9.257422
8.210815	983.304232	9.257012
8.210843	983.217083	9.256602
8.210883	983.129934	9.256191
8.210911	983.042785	9.255781
8.210913	982.955636	9.255371
8.210948	982.868486	9.254960
8.210959	982.781337	9.254550
8.210978	982.694188	9.254140
8.211011	982.607039	9.253729
8.211039	982.519890	9.253319
8.211041	982.432741	9.252909
8.211062	982.345591	9.252498
8.211079	982.258442	9.252088
8.211080	982.171293	9.251677
8.211096	982.084144	9.251267
8.211129	981.996995	9.250856
8.211176	981.909845	9.250446
8.211191	981.822696	9.250035
8.211193	981.735547	9.249625
8.211213	981.648398	9.249214
8.211226	981.561249	9.248804
8.211244	981.474100	9.248393
8.211247	981.386950	9.247983
8.211284	981.299801	9.247572
8.211312	981.212652	9.247161
8.211324	981.125503	9.246751
8.211357	981.038354	9.246340
8.211382	980.951204	9.245929
8.211396	980.864055	9.245519
8.211409	980.776906	9.245108
8.211457	980.689757	9.244697
8.211492	980.602608	9.244286
8.211501	980.515459	9.243875
8.211529	980.428309	9.243465
8.211568	980.341160	9.243054
8.211592	980.254011	9.242643
8.211594	980.166862	9.242232
8.211646	980.079713	9.241821
8.211648	979.992563	9.241410
8.211661	979.905414	9.240999
8.211677	979.818265	9.240588
8.211697	979.731116	9.240177
8.211808	979.643967	9.239767
8.211810	979.556818	9.239356
8.211833	979.469668	9.238945
8.211845	979.382519	9.238533
8.211855	979.295370	9.238122
8.211858	979.208221	9.237711
8.211897	979.121072	9.237300
8.211914	979.033922	9.236889
8.211930	978.946773	9.236478
8.211949	978.859624	9.236067
8.211954	978.772475	9.235656
8.211957	978.685326	9.235245
8.211979	978.598176	9.234833
8.211987	978.511027	9.234422
8.212008	978.423878	9.234011
8.212056	978.336729	9.233600
8.212059	978.249580	9.233188
8.212071	978.162431	9.232777
8.212074	978.075281	9.232366
8.212094	977.988132	9.231954
8.212116	977.900983	9.231543
8.212192	977.813834	9.231132
8.212207	977.726685	9.230720
8.212221	977.639535	9.230309
8.212221	977.552386	9.229898
8.212224	977.465237	9.229486
8.212249	977.378088	9.229075
8.212267	977.290939	9.228663
8.212291	977.203790	9.228252
8.212292	977.116640	9.227840
8.212330	977.029491	9.227429
8.212350	976.942342	9.227017
8.212352	976.855193	9.226606
8.212381	976.768044	9.226194
8.212399	976.680894	9.225782
8.212464	976.593745	9.225371
8.212509	976.506596	9.224959
8.212519	976.419447	9.224548
8.212532	976.332298	9.224136
8.212536	976.245149	9.223724
8.212586	976.157999	9.223312
8.212639	976.070850	9.222901
8.212641	975.983701	9.222489
8.212645	975.896552	9.222077
8.212663	975.809403	9.221665
8.212690	975.722253	9.221254
8.212708	975.635104	9.220842
8.212718	975.547955	9.220430
8.212757	975.460806	9.220018
8.212758	975.373657	9.219606
8.212793	975.286508	9.219194
8.212804	975.199358	9.218782
8.212810	975.112209	9.218371
8.212828	975.025060	9.217959
8.212852	974.937911	9.217547
8.212855	974.850762	9.217135
8.212858	974.763612	9.216723
8.212873	974.676463	9.216311
8.212904	974.589314	9.215899
8.212907	974.502165	9.215486
8.212911	974.415016	9.215074
8.212921	974.327867	9.214662
8.212940	974.240717	9.214250
8.212954	974.153568	9.213838
8.212958	974.066419	9.213426
8.212968	973.979270	9.213014
8.212979	973.892121	9.212602
8.213034	973.804971	9.212189
8.213035	973.717822	9.211777
8.213054	973.630673	9.211365
8.213066	973.543524	9.210953
8.213085	973.456375	9.210540
8.213101	973.369226	9.210128
8.213108	973.282076	9.209716
8.213116	973.194927	9.209303
8.213171	973.107778	9.208891
8.213185	973.020629	9.208479
8.213202	972.933480	9.208066
8.213241	972.846330	9.207654
8.213259	972.759181	9.207241
8.213295	972.672032	9.206829
8.213313	972.584883	9.206417
8.213314	972.497734	9.206004
8.213318	972.410584	9.205592
8.213377	972.323435	9.205179
8.213387	972.236286	9.204766
8.213422	972.149137	9.204354
8.213435	972.061988	9.203941
8.213443	971.974839	9.203529
8.213446	971.887689	9.203116
8.213455	971.800540	9.202704
8.213473	971.713391	9.202291
8.213496	971.626242	9.201878
8.213496	971.539093	9.201466
8.213529	971.451943	9.201053
8.213553	971.364794	9.200640
8.213574	971.277645	9.200227
8.213580	971.190496	9.199815
8.213582	971.103347	9.199402
8.213585	971.016198	9.198989
8.213602	970.929048	9.198576
8.213679	970.841899	9.198163
8.213690	970.754750	9.197751
8.213698	970.667601	9.197338
8.213745	970.580452	9.196925
8.213765	970.493302	9.196512
8.213766	970.406153	9.196099
8.213768	970.319004	9.195686
8.213779	970.231855	9.195273
8.213787	970.144706	9.194860
8.213788	970.057557	9.194447
8.213817	969.970407	9.194034
8.213872	969.883258	9.193621
8.213873	969.796109	9.193208
8.213873	969.708960	9.192795
8.213889	969.621811	9.192382
8.213946	969.534661	9.191969
8.214004	969.447512	9.191555
8.214012	969.360363	9.191142
8.214026	969.273214	9.190729
8.214032	969.186065	9.190316
8.214126	969.098916	9.189903
8.214138	969.011766	9.189490
8.214160	968.924617	9.189076
8.214180	968.837468	9.188663
8.214209	968.750319	9.188250
8.214214	968.663170	9.187836
8.214281	968.576020	9.187423
8.214288	968.488871	9.187010
8.214292	968.401722	9.186596
8.214304	968.314573	9.186183
8.214307	968.227424	9.185770
8.214308	968.140275	9.185356
8.214322	968.053125	9.184943
8.214329	967.965976	9.184529
8.214359	967.878827	9.184116
8.214381	967.791678	9.183702
8.214426	967.704529	9.183289
8.214459	967.617379	9.182875
8.214463	967.530230	9.182462
8.214483	967.443081	9.182048
8.214533	967.355932	9.181635
8.214571	967.268783	9.181221
8.214588	967.181634	9.180808
8.214602	967.094484	9.180394
8.214614	967.007335	9.179980
8.214629	966.920186	9.179567
8.214649	966.833037	9.179153
8.214797	966.745888	9.178739
8.214822	966.658738	9.178325
8.214829	966.571589	9.177912
8.214844	966.484440	9.177498
8.214872	966.397291	9.177084
8.214910	966.310142	9.176670
8.214921	966.222992	9.176257
8.214962	966.135843	9.175843
8.214981	966.048694	9.175429
8.214983	965.961545	9.175015
8.214992	965.874396	9.174601
8.215007	965.787247	9.174187
8.215061	965.700097	9.173773
8.215078	965.612948	9.173359
8.215084	965.525799	9.172945
8.215092	965.438650	9.172531
8.215096	965.351501	9.172117
8.215099	965.264351	9.171703
8.215109	965.177202	9.171289
8.215113	965.090053	9.170875
8.215148	965.002904	9.170461
8.215171	964.915755	9.170047
8.215173	964.828606	9.169633
8.215184	964.741456	9.169219
8.215217	964.654307	9.168805
8.215224	964.567158	9.168390
8.215248	964.480009	9.167976
8.215253	964.392860	9.167562
8.215278	964.305710	9.167148
8.215284	964.218561	9.166734
8.215286	964.131412	9.166319
8.215302	964.044263	9.165905
8.215343	963.957114	9.165491
8.215356	963.869965	9.165076
8.215361	963.782815	9.164662
8.215366	963.695666	9.164248
8.215405	963.608517	9.163833
8.215422	963.521368	9.163419
8.215437	963.434219	9.163004
8.215486	963.347069	9.162590
8.215504	963.259920	9.162176
8.215544	963.172771	9.161761
8.215548	963.085622	9.161347
8.215567	962.998473	9.160932
8.215585	962.911324	9.160518
8.215598	962.824174	9.160103
8.215610	962.737025	9.159688
8.215696	962.649876	9.159274
8.215696	962.562727	9.158859
8.215733	962.475578	9.158445
8.215764	962.388428	9.158030
8.215764	962.301279	9.157615
8.215776	962.214130	9.157201
8.215834	962.126981	9.156786
8.215850	962.039832	9.156371
8.215861	961.952683	9.155956
8.215870	961.865533	9.155542
8.215881	961.778384	9.155127
8.215885	961.691235	9.154712
8.215896	961.604086	9.154297
8.215989	961.516937	9.153882
8.215993	961.429787	9.153468
8.216028	961.342638	9.153053
8.216035	961.255489	9.152638
8.216059	961.168340	9.152223
8.216076	961.081191	9.151808
8.216105	960.994042	9.151393
8.216136	960.906892	9.150978
8.216136	960.819743	9.150563
8.216139	960.732594	9.150148
8.216146	960.645445	9.149733
8.216147	960.558296	9.149318
8.216158	960.471146	9.148903
8.216179	960.383997	9.148488
8.216186	960.296848	9.148073
8.216191	960.209699	9.147658
8.216199	960.122550	9.147243
8.216199	960.035401	9.146827
8.216236	959.948251	9.146412
8.216238	959.861102	9.145997
8.216280	959.773953	9.145582
8.216292	959.686804	9.145167
8.216293	959.599655	9.144751
8.216322	959.512505	9.144336
8.216328	959.425356	9.143921
8.216328	959.338207	9.143506
8.216332	959.251058	9.143090
8.216334	959.163909	9.142675
8.216395	959.076759	9.142260
8.216400	958.989610	9.141844
8.216404	958.902461	9.141429
8.216412	958.815312	9.141013
8.216432	958.728163	9.140598
8.216437	958.641014	9.140182
8.216441	958.553864	9.139767
8.216465	958.466715	9.139352
8.216484	958.379566	9.138936
8.216538	958.292417	9.138520
8.216547	958.205268	9.138105
8.216566	958.118118	9.137689
8.216599	958.030969	9.137274
8.216621	957.943820	9.136858
8.216650	957.856671	9.136443
8.216725	957.769522	9.136027
8.216736	957.682373	9.135611
8.216753	957.595223	9.135196
8.216755	957.508074	9.134780
8.216759	957.420925	9.134364
8.216764	957.333776	9.133948
8.216796	957.246627	9.133533
8.216799	957.159477	9.133117
8.216800	957.072328	9.132701
8.216808	956.985179	9.132285
8.216816	956.898030	9.131869
8.216928	956.810881	9.131454
8.216928	956.723732	9.131038
8.216944	956.636582	9.130622
8.216958	956.549433	9.130206
8.216972	956.462284	9.129790
8.216975	956.375135	9.129374
8.217006	956.287986	9.128958
8.217017	956.200836	9.128542
8.217027	956.113687	9.128126
8.217032	956.026538	9.127710
8.217067	955.939389	9.127294
8.217081	955.852240	9.126878
8.217102	955.765091	9.126462
8.217118	955.677941	9.126046
8.217128	955.590792	9.125630
8.217161	955.503643	9.125214
8.217200	955.416494	9.124797
8.217255	955.329345	9.124381
8.217281	955.242195	9.123965
8.217302	955.155046	9.123549
8.217307	955.067897	9.123133
8.217308	954.980748	9.122716
8.217313	954.893599	9.122300
8.217318	954.806450	9.121884
8.217350	954.719300	9.121467
8.217367	954.632151	9.121051
8.217368	954.545002	9.120635
8.217369	954.457853	9.120218
8.217388	954.370704	9.119802
8.217394	954.283554	9.119386
8.217400	954.196405	9.118969
8.217415	954.109256	9.118553
8.217415	954.022107	9.118136
8.217415	953.934958	9.117720
8.217418	953.847809	9.117303
8.217420	953.760659	9.116887
8.217430	953.673510	9.116470
8.217435	953.586361	9.116054
8.217462	953.499212	9.115637
8.217512	953.412063	9.115221
8.217520	953.324913	9.114804
8.217524	953.237764	9.114387
8.217556	953.150615	9.113971
8.217569	953.063466	9.113554
8.217608	952.976317	9.113137
8.217645	952.889167	9.112721
8.217671	952.802018	9.112304
8.217699	952.714869	9.111887
8.217724	952.627720	9.111470
8.217741	952.540571	9.111054
8.217795	952.453422	9.110637
8.217821	952.366272	9.110220
8.217852	952.279123	9.109803
8.217866	952.191974	9.109386
8.217882	952.104825	9.108969
8.217962	952.017676	9.108553
8.217970	951.930526	9.108136
8.217980	951.843377	9.107719
8.218004	951.756228	9.107302
8.218013	951.669079	9.106885
8.218056	951.581930	9.106468
8.218121	951.494781	9.106051
8.218145	951.407631	9.105634
8.218160	951.320482	9.105217
8.218182	951.233333	9.104800
8.218184	951.146184	9.104383
8.218206	951.059035	9.103965
8.218228	950.971885	9.103548
8.218249	950.884736	9.103131
8.218249	950.797587	9.102714
8.218263	950.710438	9.102297
8.218318	950.623289	9.101880
8.218330	950.536140	9.101462
8.218340	950.448990	9.101045
8.218352	950.361841	9.100628
8.218372	950.274692	9.100211
8.218423	950.187543	9.099793
8.218473	950.100394	9.099376
8.218498	950.013244	9.098959
8.218526	949.926095	9.098541
8.218576	949.838946	9.098124
8.218585	949.751797	9.097707
8.218596	949.664648	9.097289
8.218601	949.577499	9.096872
8.218608	949.490349	9.096454
8.218609	949.403200	9.096037
8.218613	949.316051	9.095619
8.218616	949.228902	9.095202
8.218631	949.141753	9.094784
8.218648	949.054603	9.094367
8.218664	948.967454	9.093949
8.218713	948.880305	9.093532
8.218737	948.793156	9.093114
8.218773	948.706007	9.092696
8.218785	948.618858	9.092279
8.218813	948.531708	9.091861
8.218832	948.444559	9.091443
8.218834	948.357410	9.091026
8.218853	948.270261	9.090608
8.218856	948.183112	9.090190
8.218898	948.095962	9.089772
8.218918	948.008813	9.089355
8.218923	947.921664	9.088937
8.218970	947.834515	9.088519
8.218971	947.747366	9.088101
8.218977	947.660217	9.087683
8.218989	947.573067	9.087266
8.219036	947.485918	9.086848
8.219038	947.398769	9.086430
8.219078	947.311620	9.086012
8.219090	947.224471	9.085594
